item_id,order_id,product_id,quantity,unit_price,discount_pct,subtotal
53,17,19,3,174.9,15.0,446.0
54,17,94,2,987.9,5.0,1877.01
55,18,113,2,604.94,0.0,1209.88
56,18,95,1,449.38,5.0,426.91
57,18,104,3,890.23,0.0,2670.69
58,19,59,4,264.61,15.0,899.67
59,20,110,2,389.55,5.0,740.14
60,20,17,3,179.76,0.0,539.28
61,20,121,4,559.39,5.0,2125.68
62,20,114,4,271.71,5.0,1032.5
63,20,94,4,987.9,5.0,3754.02
64,21,60,3,904.17,0.0,2712.51
65,21,42,4,478.63,0.0,1914.52
66,21,93,2,419.31,0.0,838.62
67,21,28,2,265.31,10.0,477.56
68,22,122,3,594.57,5.0,1694.52
69,22,71,4,767.51,0.0,3070.04
70,23,28,4,265.31,0.0,1061.24
71,23,61,1,463.92,10.0,417.53
72,23,84,4,99.43,0.0,397.72
73,24,53,1,462.35,0.0,462.35
74,24,28,3,265.31,10.0,716.34
75,24,114,2,271.71,15.0,461.91
76,24,50,4,89.64,0.0,358.56
77,24,121,4,559.39,0.0,2237.56
78,25,50,2,89.64,0.0,179.28
79,25,96,2,1064.27,15.0,1809.26
80,26,74,2,1033.67,0.0,2067.34
81,26,53,3,462.35,5.0,1317.7
82,26,32,2,584.98,20.0,935.97
83,26,120,4,368.17,0.0,1472.68
84,27,120,1,368.17,15.0,312.94
85,27,13,1,816.76,0.0,816.76
86,27,3,1,1039.02,20.0,831.22
87,27,112,1,98.08,0.0,98.08
88,27,110,1,389.55,0.0,389.55
89,28,26,2,1166.72,0.0,2333.44
90,28,40,1,787.23,0.0,787.23
91,28,80,3,756.14,10.0,2041.58
92,29,61,3,463.92,15.0,1183.0
93,29,23,3,1123.92,0.0,3371.76
94,29,13,2,816.76,0.0,1633.52
95,29,21,4,762.19,0.0,3048.76
96,30,117,4,1014.59,0.0,4058.36
97,30,72,4,1067.03,15.0,3627.9
98,30,36,2,550.54,0.0,1101.08
99,30,85,2,970.63,5.0,1844.2
100,30,13,1,816.76,0.0,816.76
101,31,61,4,463.92,5.0,1762.9
102,31,22,1,621.16,10.0,559.04
103,31,89,3,546.78,5.0,1558.32
104,31,75,2,441.67,5.0,839.17
105,32,125,4,283.43,15.0,963.66
106,33,45,3,260.04,0.0,780.12
107,33,114,3,271.71,0.0,815.13
108,33,23,2,1123.92,10.0,2023.06
109,33,39,4,1119.61,0.0,4478.44
110,33,15,2,75.85,15.0,128.94
111,34,38,1,781.75,0.0,781.75
112,34,78,4,262.81,0.0,1051.24
113,34,80,4,756.14,0.0,3024.56
114,35,109,3,964.72,0.0,2894.16
115,35,66,3,1017.25,10.0,2746.58
116,35,116,1,560.79,5.0,532.75
117,36,116,2,560.79,0.0,1121.58
118,36,84,2,99.43,15.0,169.03
119,36,40,3,787.23,5.0,2243.61
120,37,44,1,788.3,0.0,788.3
121,37,96,4,1064.27,15.0,3618.52
122,37,11,3,354.7,10.0,957.69
123,37,5,2,886.45,20.0,1418.32
124,38,2,1,319.06,0.0,319.06
125,38,49,2,509.67,5.0,968.37
126,38,49,4,509.67,0.0,2038.68
127,38,89,3,546.78,15.0,1394.29
128,38,49,3,509.67,0.0,1529.01
129,39,110,4,389.55,5.0,1480.29
130,39,91,3,20.13,0.0,60.39
131,39,121,3,559.39,15.0,1426.44
132,39,34,2,123.99,5.0,235.58
133,39,37,3,1194.85,0.0,3584.55
134,40,118,1,665.94,20.0,532.75
135,40,86,3,471.92,20.0,1132.61
136,40,66,1,1017.25,0.0,1017.25
137,40,104,2,890.23,20.0,1424.37
138,41,32,1,584.98,0.0,584.98
139,42,9,2,424.22,10.0,763.6
140,42,103,2,690.83,20.0,1105.33
141,42,12,1,1143.11,0.0,1143.11
142,43,95,3,449.38,20.0,1078.51
143,44,10,2,648.83,10.0,1167.89
144,44,81,4,501.44,15.0,1704.9
145,44,112,3,98.08,20.0,235.39
146,44,86,1,471.92,10.0,424.73
147,44,16,1,788.8,15.0,670.48
148,45,26,1,1166.72,0.0,1166.72
149,45,12,1,1143.11,0.0,1143.11
150,46,102,2,309.86,0.0,619.72
151,46,7,1,741.3,5.0,704.23
152,46,42,2,478.63,5.0,909.4
153,46,105,2,1031.13,15.0,1752.92
154,47,78,2,262.81,5.0,499.34
155,47,37,1,1194.85,5.0,1135.11
156,47,24,1,1140.55,0.0,1140.55
157,47,23,2,1123.92,0.0,2247.84
158,48,113,2,604.94,15.0,1028.4
159,48,16,1,788.8,0.0,788.8
160,49,109,3,964.72,20.0,2315.33
161,49,30,2,994.87,5.0,1890.25
162,50,38,4,781.75,10.0,2814.3
163,50,82,3,770.44,0.0,2311.32
164,50,55,3,638.96,20.0,1533.5
165,50,45,2,260.04,10.0,468.07
166,50,1,3,360.76,0.0,1082.28
167,51,9,1,424.22,0.0,424.22
168,51,64,3,723.19,15.0,1844.13
169,52,80,4,756.14,0.0,3024.56
170,53,2,1,319.06,0.0,319.06
171,53,76,3,567.86,15.0,1448.04
172,53,88,1,297.15,10.0,267.44
173,53,34,3,123.99,5.0,353.37
174,54,96,4,1064.27,0.0,4257.08
175,54,64,3,723.19,20.0,1735.66
176,54,63,3,775.32,10.0,2093.36
177,55,30,2,994.87,0.0,1989.74
178,55,89,3,546.78,5.0,1558.32
179,56,113,4,604.94,0.0,2419.76
180,56,119,4,244.8,5.0,930.24
181,56,112,4,98.08,5.0,372.7
182,56,20,2,500.0,15.0,850.0
183,57,54,1,1191.56,20.0,953.25
184,57,18,3,300.83,5.0,857.37
185,57,112,2,98.08,5.0,186.35
186,57,47,1,536.85,5.0,510.01
187,58,20,2,500.0,0.0,1000.0
188,58,13,1,816.76,5.0,775.92
189,59,20,3,500.0,0.0,1500.0
190,59,26,1,1166.72,5.0,1108.38
191,59,51,2,878.26,0.0,1756.52
192,59,107,3,1104.67,0.0,3314.01
193,60,63,4,775.32,5.0,2946.22
194,60,56,2,781.77,5.0,1485.36
195,61,46,1,714.45,0.0,714.45
196,62,91,4,20.13,10.0,72.47
197,62,38,2,781.75,0.0,1563.5
198,62,67,4,623.71,20.0,1995.87
199,63,54,4,1191.56,0.0,4766.24
200,63,123,3,1081.03,15.0,2756.63
201,64,44,3,788.3,15.0,2010.16
202,64,80,4,756.14,10.0,2722.1
203,65,77,2,706.9,10.0,1272.42
204,66,44,3,788.3,20.0,1891.92
205,66,89,2,546.78,0.0,1093.56
206,66,73,4,1121.04,0.0,4484.16
207,67,58,3,496.99,5.0,1416.42
208,68,27,3,80.68,15.0,205.73
209,68,30,3,994.87,15.0,2536.92
210,69,101,3,682.43,10.0,1842.56
211,69,44,3,788.3,15.0,2010.16
212,69,25,2,7.96,0.0,15.92
213,69,101,2,682.43,15.0,1160.13
214,70,79,2,948.2,20.0,1517.12
215,70,105,2,1031.13,5.0,1959.15
216,70,73,4,1121.04,0.0,4484.16
217,70,41,1,449.35,5.0,426.88
218,70,97,2,969.49,10.0,1745.08
219,71,11,4,354.7,5.0,1347.86
220,71,78,3,262.81,0.0,788.43
221,71,58,4,496.99,20.0,1590.37
222,72,102,3,309.86,15.0,790.14
223,72,19,3,174.9,20.0,419.76
224,73,61,2,463.92,0.0,927.84
225,74,42,3,478.63,20.0,1148.71
226,75,62,2,950.34,20.0,1520.54
227,75,35,3,153.46,5.0,437.36
228,75,41,2,449.35,20.0,718.96
229,75,104,2,890.23,10.0,1602.41
230,75,78,1,262.81,0.0,262.81
231,76,95,2,449.38,10.0,808.88
232,77,37,2,1194.85,20.0,1911.76
233,77,49,4,509.67,15.0,1732.88
234,77,105,1,1031.13,0.0,1031.13
235,77,34,2,123.99,0.0,247.98
236,77,38,1,781.75,0.0,781.75
237,78,11,3,354.7,5.0,1010.89
238,78,100,2,435.35,5.0,827.16
239,78,81,4,501.44,10.0,1805.18
240,78,21,4,762.19,20.0,2439.01
241,79,14,3,1155.51,5.0,3293.2
242,79,36,2,550.54,15.0,935.92
243,79,78,4,262.81,0.0,1051.24
244,80,76,2,567.86,0.0,1135.72
245,80,123,1,1081.03,0.0,1081.03
246,81,112,3,98.08,10.0,264.82
247,82,48,2,415.57,0.0,831.14
248,82,107,4,1104.67,10.0,3976.81
249,82,4,4,975.21,15.0,3315.71
250,82,42,4,478.63,0.0,1914.52
251,83,79,1,948.2,15.0,805.97
252,83,37,3,1194.85,10.0,3226.09
253,83,97,1,969.49,10.0,872.54
254,84,93,2,419.31,5.0,796.69
255,85,119,1,244.8,0.0,244.8
256,86,14,2,1155.51,15.0,1964.37
257,86,31,1,695.63,20.0,556.5
258,87,125,3,283.43,0.0,850.29
259,87,11,4,354.7,0.0,1418.8
260,87,97,1,969.49,5.0,921.02
261,88,70,1,466.13,10.0,419.52
262,88,54,4,1191.56,15.0,4051.3
263,88,20,1,500.0,20.0,400.0
264,88,27,4,80.68,0.0,322.72
265,89,98,3,81.33,0.0,243.99
266,90,8,1,252.3,0.0,252.3
267,90,83,2,187.45,5.0,356.15
268,91,6,2,854.35,20.0,1366.96
269,92,122,2,594.57,20.0,951.31
270,92,18,3,300.83,0.0,902.49
271,93,97,4,969.49,0.0,3877.96
272,93,66,3,1017.25,5.0,2899.16
273,93,4,4,975.21,10.0,3510.76
274,93,9,1,424.22,0.0,424.22
275,94,5,2,886.45,0.0,1772.9
276,94,75,4,441.67,0.0,1766.68
277,94,45,1,260.04,10.0,234.04
278,94,113,3,604.94,10.0,1633.34
279,94,116,2,560.79,5.0,1065.5
280,95,20,1,500.0,15.0,425.0
281,95,96,3,1064.27,0.0,3192.81
282,96,48,4,415.57,0.0,1662.28
283,96,107,2,1104.67,20.0,1767.47
284,96,78,3,262.81,0.0,788.43
285,96,26,3,1166.72,0.0,3500.16
286,96,51,1,878.26,15.0,746.52
287,97,58,1,496.99,5.0,472.14
288,97,78,4,262.81,0.0,1051.24
289,97,24,1,1140.55,0.0,1140.55
290,98,103,1,690.83,15.0,587.21
291,98,120,2,368.17,0.0,736.34
292,98,98,3,81.33,20.0,195.19
293,98,89,2,546.78,10.0,984.2
294,99,47,4,536.85,0.0,2147.4
295,99,83,2,187.45,10.0,337.41
296,99,114,3,271.71,0.0,815.13
297,100,4,3,975.21,0.0,2925.63
298,100,28,2,265.31,20.0,424.5
299,100,43,2,840.83,5.0,1597.58
300,100,122,4,594.57,15.0,2021.54
301,100,42,4,478.63,5.0,1818.79
302,101,97,2,969.49,5.0,1842.03
303,101,62,3,950.34,20.0,2280.82
304,101,86,2,471.92,0.0,943.84
305,101,79,1,948.2,0.0,948.2
306,101,110,1,389.55,10.0,350.6
307,102,110,1,389.55,0.0,389.55
308,103,39,4,1119.61,5.0,4254.52
309,104,124,2,12.62,0.0,25.24
310,104,7,3,741.3,0.0,2223.9
311,104,83,2,187.45,5.0,356.15
312,104,95,3,449.38,0.0,1348.14
313,104,36,4,550.54,15.0,1871.84
314,105,39,1,1119.61,0.0,1119.61
315,106,19,3,174.9,5.0,498.47
316,106,120,2,368.17,0.0,736.34
317,106,118,1,665.94,5.0,632.64
318,107,2,1,319.06,0.0,319.06
319,107,93,2,419.31,5.0,796.69
320,108,89,3,546.78,0.0,1640.34
321,108,3,4,1039.02,0.0,4156.08
322,108,94,2,987.9,0.0,1975.8
323,108,9,4,424.22,15.0,1442.35
324,108,49,1,509.67,0.0,509.67
325,109,56,4,781.77,5.0,2970.73
326,109,23,1,1123.92,10.0,1011.53
327,109,115,1,1145.12,15.0,973.35
328,109,9,3,424.22,15.0,1081.76
329,110,93,4,419.31,0.0,1677.24
330,110,103,3,690.83,0.0,2072.49
331,110,86,3,471.92,20.0,1132.61
332,111,31,4,695.63,20.0,2226.02
333,111,1,1,360.76,20.0,288.61
334,112,107,4,1104.67,10.0,3976.81
335,112,122,4,594.57,20.0,1902.62
336,112,30,1,994.87,0.0,994.87
337,112,47,1,536.85,10.0,483.17
338,112,48,4,415.57,20.0,1329.82
339,113,70,2,466.13,0.0,932.26
340,113,85,3,970.63,15.0,2475.11
341,113,71,2,767.51,0.0,1535.02
342,113,95,3,449.38,5.0,1280.73
343,114,75,4,441.67,0.0,1766.68
344,114,60,3,904.17,20.0,2170.01
345,115,19,4,174.9,15.0,594.66
346,115,70,4,466.13,0.0,1864.52
347,115,124,4,12.62,0.0,50.48
348,116,33,2,820.65,0.0,1641.3
349,116,119,3,244.8,15.0,624.24
350,116,60,4,904.17,20.0,2893.34
351,116,70,2,466.13,0.0,932.26
352,116,44,2,788.3,10.0,1418.94
353,117,70,2,466.13,20.0,745.81
354,117,103,2,690.83,20.0,1105.33
355,117,102,2,309.86,20.0,495.78
356,118,11,4,354.7,0.0,1418.8
357,118,65,1,935.87,10.0,842.28
358,118,14,1,1155.51,0.0,1155.51
359,118,120,2,368.17,15.0,625.89
360,119,88,3,297.15,5.0,846.88
361,119,15,3,75.85,15.0,193.42
362,120,71,4,767.51,10.0,2763.04
363,120,85,4,970.63,0.0,3882.52
364,120,74,3,1033.67,15.0,2635.86
365,121,89,1,546.78,0.0,546.78
366,121,82,4,770.44,0.0,3081.76
367,121,107,2,1104.67,15.0,1877.94
368,121,1,1,360.76,5.0,342.72
369,122,118,1,665.94,15.0,566.05
370,122,122,3,594.57,0.0,1783.71
371,123,39,2,1119.61,10.0,2015.3
372,123,82,1,770.44,20.0,616.35
373,123,25,1,7.96,0.0,7.96
374,123,4,3,975.21,0.0,2925.63
375,124,24,1,1140.55,0.0,1140.55
376,124,33,4,820.65,0.0,3282.6
377,125,121,3,559.39,15.0,1426.44
378,125,52,1,379.46,15.0,322.54
379,125,77,3,706.9,0.0,2120.7
380,125,50,3,89.64,0.0,268.92
381,126,55,4,638.96,15.0,2172.46
382,126,79,1,948.2,15.0,805.97
383,126,63,1,775.32,5.0,736.55
384,127,45,1,260.04,0.0,260.04
385,127,90,4,374.6,20.0,1198.72
386,127,103,4,690.83,20.0,2210.66
387,128,99,1,97.1,5.0,92.24
388,128,89,3,546.78,15.0,1394.29
389,128,63,1,775.32,5.0,736.55
390,128,5,4,886.45,20.0,2836.64
391,128,116,1,560.79,5.0,532.75
392,129,70,1,466.13,0.0,466.13
393,129,32,1,584.98,5.0,555.73
394,129,49,3,509.67,0.0,1529.01
395,130,61,1,463.92,0.0,463.92
396,130,40,4,787.23,0.0,3148.92
397,130,79,4,948.2,0.0,3792.8
398,130,2,2,319.06,10.0,574.31
399,130,111,1,865.74,10.0,779.17
400,131,9,2,424.22,5.0,806.02
401,131,36,4,550.54,20.0,1761.73
402,131,119,1,244.8,0.0,244.8
403,131,75,1,441.67,15.0,375.42
404,132,63,2,775.32,5.0,1473.11
405,132,38,2,781.75,0.0,1563.5
406,132,38,3,781.75,5.0,2227.99
407,132,15,2,75.85,20.0,121.36
408,132,10,2,648.83,5.0,1232.78
409,133,32,1,584.98,5.0,555.73
410,133,100,2,435.35,20.0,696.56
411,133,49,1,509.67,0.0,509.67
412,133,24,2,1140.55,0.0,2281.1
413,134,109,4,964.72,0.0,3858.88
414,134,92,4,18.56,20.0,59.39
415,134,90,1,374.6,0.0,374.6
416,134,22,2,621.16,0.0,1242.32
417,134,95,1,449.38,5.0,426.91
418,135,47,4,536.85,0.0,2147.4
419,135,91,3,20.13,15.0,51.33
420,135,70,1,466.13,5.0,442.82
421,135,61,1,463.92,0.0,463.92
422,136,72,4,1067.03,0.0,4268.12
423,136,9,1,424.22,0.0,424.22
424,136,113,3,604.94,5.0,1724.08
425,136,52,2,379.46,0.0,758.92
426,137,4,2,975.21,0.0,1950.42
427,138,24,2,1140.55,5.0,2167.04
428,138,85,3,970.63,10.0,2620.7
429,138,34,4,123.99,0.0,495.96
430,138,125,2,283.43,10.0,510.17
431,138,53,1,462.35,10.0,416.12
432,139,30,2,994.87,0.0,1989.74
433,140,18,4,300.83,0.0,1203.32
434,140,48,1,415.57,10.0,374.01
435,140,101,1,682.43,0.0,682.43
436,141,86,3,471.92,10.0,1274.18
437,141,68,1,898.67,0.0,898.67
438,141,113,2,604.94,0.0,1209.88
439,141,118,2,665.94,20.0,1065.5
440,141,62,2,950.34,0.0,1900.68
441,142,62,4,950.34,0.0,3801.36
442,142,13,2,816.76,5.0,1551.84
443,142,71,1,767.51,0.0,767.51
444,142,86,2,471.92,20.0,755.07
445,143,19,1,174.9,5.0,166.16
446,143,66,1,1017.25,10.0,915.52
447,143,22,2,621.16,15.0,1055.97
448,143,97,4,969.49,20.0,3102.37
449,143,81,3,501.44,0.0,1504.32
450,144,53,1,462.35,20.0,369.88
451,144,56,1,781.77,20.0,625.42
452,144,42,4,478.63,0.0,1914.52
453,145,86,3,471.92,5.0,1344.97
454,145,58,2,496.99,15.0,844.88
455,146,62,4,950.34,15.0,3231.16
456,146,112,2,98.08,0.0,196.16
457,147,67,3,623.71,5.0,1777.57
458,147,99,1,97.1,5.0,92.24
459,147,77,1,706.9,5.0,671.55
460,147,9,1,424.22,15.0,360.59
461,147,115,2,1145.12,20.0,1832.19
462,148,48,3,415.57,5.0,1184.37
463,149,60,3,904.17,0.0,2712.51
464,149,108,3,1152.61,0.0,3457.83
465,149,110,4,389.55,10.0,1402.38
466,150,50,2,89.64,5.0,170.32
467,150,44,1,788.3,15.0,670.05
468,150,63,3,775.32,10.0,2093.36
469,150,67,1,623.71,0.0,623.71
470,151,120,3,368.17,20.0,883.61
471,151,37,2,1194.85,0.0,2389.7
472,151,119,3,244.8,0.0,734.4
473,152,25,3,7.96,0.0,23.88
474,152,25,3,7.96,10.0,21.49
475,152,87,4,839.92,0.0,3359.68
476,152,34,4,123.99,15.0,421.57
477,152,85,2,970.63,20.0,1553.01
478,153,114,2,271.71,20.0,434.74
479,153,99,3,97.1,0.0,291.3
480,153,88,3,297.15,15.0,757.73
481,153,70,3,466.13,0.0,1398.39
482,153,103,4,690.83,10.0,2486.99
483,154,23,1,1123.92,15.0,955.33
484,154,93,3,419.31,15.0,1069.24
485,154,32,2,584.98,10.0,1052.96
486,154,102,3,309.86,0.0,929.58
487,154,114,4,271.71,0.0,1086.84
488,155,51,4,878.26,15.0,2986.08
489,155,35,4,153.46,10.0,552.46
490,156,19,3,174.9,10.0,472.23
491,156,10,3,648.83,0.0,1946.49
492,156,124,4,12.62,20.0,40.38
493,157,51,1,878.26,0.0,878.26
494,157,25,3,7.96,5.0,22.69
495,157,59,3,264.61,10.0,714.45
496,157,73,4,1121.04,0.0,4484.16
497,157,35,1,153.46,5.0,145.79
498,158,77,1,706.9,5.0,671.55
499,158,56,4,781.77,0.0,3127.08
500,158,16,2,788.8,0.0,1577.6
501,158,16,3,788.8,20.0,1893.12
502,159,6,1,854.35,0.0,854.35
503,160,71,3,767.51,0.0,2302.53
504,161,119,4,244.8,0.0,979.2
505,162,115,1,1145.12,0.0,1145.12
506,163,44,3,788.3,0.0,2364.9
507,164,31,2,695.63,0.0,1391.26
508,164,80,3,756.14,10.0,2041.58
509,164,46,2,714.45,0.0,1428.9
510,164,3,3,1039.02,20.0,2493.65
511,165,22,4,621.16,0.0,2484.64
512,165,70,1,466.13,0.0,466.13
513,166,74,3,1033.67,20.0,2480.81
514,167,16,1,788.8,0.0,788.8
515,167,109,4,964.72,0.0,3858.88
516,167,31,4,695.63,10.0,2504.27
517,167,22,2,621.16,0.0,1242.32
518,168,14,1,1155.51,0.0,1155.51
519,168,86,3,471.92,5.0,1344.97
520,168,75,4,441.67,5.0,1678.35
521,169,30,1,994.87,20.0,795.9
522,169,11,4,354.7,15.0,1205.98
523,170,57,2,868.31,15.0,1476.13
524,170,114,4,271.71,20.0,869.47
525,170,79,4,948.2,0.0,3792.8
526,170,70,3,466.13,0.0,1398.39
527,171,56,3,781.77,0.0,2345.31
528,171,3,4,1039.02,10.0,3740.47
529,171,79,4,948.2,20.0,3034.24
530,171,57,2,868.31,0.0,1736.62
531,172,91,1,20.13,10.0,18.12
532,172,108,4,1152.61,0.0,4610.44
533,173,27,2,80.68,0.0,161.36
534,173,46,4,714.45,0.0,2857.8
535,173,32,3,584.98,0.0,1754.94
536,173,49,4,509.67,0.0,2038.68
537,174,32,1,584.98,5.0,555.73
538,174,92,1,18.56,5.0,17.63
539,174,74,3,1033.67,0.0,3101.01
540,174,49,1,509.67,5.0,484.19
541,174,56,4,781.77,5.0,2970.73
542,175,56,3,781.77,0.0,2345.31
543,176,35,3,153.46,0.0,460.38
544,176,62,2,950.34,0.0,1900.68
545,177,110,2,389.55,20.0,623.28
546,177,5,4,886.45,0.0,3545.8
547,178,98,2,81.33,0.0,162.66
548,179,12,1,1143.11,0.0,1143.11
549,179,11,3,354.7,5.0,1010.89
550,180,38,2,781.75,20.0,1250.8
551,180,56,3,781.77,20.0,1876.25
552,181,30,4,994.87,0.0,3979.48
553,181,22,1,621.16,0.0,621.16
554,182,80,1,756.14,10.0,680.53
555,183,37,4,1194.85,5.0,4540.43
556,183,115,2,1145.12,0.0,2290.24
557,184,104,2,890.23,10.0,1602.41
558,185,9,1,424.22,0.0,424.22
559,186,69,1,70.21,20.0,56.17
560,186,60,3,904.17,15.0,2305.63
561,187,20,2,500.0,0.0,1000.0
562,187,101,1,682.43,0.0,682.43
563,188,99,3,97.1,10.0,262.17
564,188,105,1,1031.13,10.0,928.02
565,189,115,1,1145.12,5.0,1087.86
566,189,18,2,300.83,0.0,601.66
567,189,61,2,463.92,20.0,742.27
568,189,17,2,179.76,20.0,287.62
569,189,78,3,262.81,10.0,709.59
570,190,60,2,904.17,5.0,1717.92
571,190,23,1,1123.92,15.0,955.33
572,190,32,2,584.98,15.0,994.47
573,191,97,1,969.49,0.0,969.49
574,191,49,2,509.67,0.0,1019.34
575,191,37,4,1194.85,10.0,4301.46
576,191,103,4,690.83,15.0,2348.82
577,191,97,4,969.49,10.0,3490.16
578,192,93,4,419.31,10.0,1509.52
579,192,60,3,904.17,20.0,2170.01
580,192,78,4,262.81,20.0,840.99
581,192,33,4,820.65,0.0,3282.6
582,192,65,4,935.87,0.0,3743.48
583,193,27,1,80.68,10.0,72.61
584,194,108,3,1152.61,0.0,3457.83
585,194,78,4,262.81,5.0,998.68
586,194,49,3,509.67,0.0,1529.01
587,195,41,4,449.35,0.0,1797.4
588,196,28,4,265.31,20.0,848.99
589,197,58,2,496.99,15.0,844.88
590,197,102,3,309.86,5.0,883.1
591,198,19,1,174.9,0.0,174.9
592,198,116,4,560.79,0.0,2243.16
593,199,52,4,379.46,15.0,1290.16
594,199,60,3,904.17,0.0,2712.51
595,199,60,2,904.17,5.0,1717.92
596,199,123,1,1081.03,0.0,1081.03
597,200,115,1,1145.12,0.0,1145.12
598,200,48,1,415.57,0.0,415.57
599,201,117,4,1014.59,15.0,3449.61
600,201,112,4,98.08,0.0,392.32
601,201,77,3,706.9,0.0,2120.7
602,201,106,4,59.95,0.0,239.8
603,202,9,3,424.22,0.0,1272.66
604,202,25,3,7.96,10.0,21.49
605,202,22,1,621.16,0.0,621.16
606,202,19,3,174.9,0.0,524.7
607,203,66,2,1017.25,15.0,1729.33
608,204,48,1,415.57,5.0,394.79
609,204,52,3,379.46,20.0,910.7
610,204,79,4,948.2,0.0,3792.8
611,204,80,3,756.14,0.0,2268.42
612,204,48,1,415.57,20.0,332.46
613,205,75,1,441.67,5.0,419.59
614,205,98,4,81.33,5.0,309.05
615,205,98,1,81.33,15.0,69.13
616,205,100,1,435.35,0.0,435.35
617,205,120,4,368.17,0.0,1472.68
618,206,94,3,987.9,0.0,2963.7
619,206,19,2,174.9,0.0,349.8
620,206,79,4,948.2,0.0,3792.8
621,206,51,2,878.26,0.0,1756.52
622,207,39,1,1119.61,0.0,1119.61
623,208,54,2,1191.56,5.0,2263.96
624,208,103,2,690.83,5.0,1312.58
625,209,73,3,1121.04,0.0,3363.12
626,209,1,1,360.76,0.0,360.76
627,209,110,1,389.55,0.0,389.55
628,209,94,4,987.9,20.0,3161.28
629,209,9,2,424.22,5.0,806.02
630,210,119,4,244.8,0.0,979.2
631,210,11,4,354.7,20.0,1135.04
632,211,79,3,948.2,20.0,2275.68
633,211,61,3,463.92,10.0,1252.58
634,211,72,3,1067.03,15.0,2720.93
635,212,68,2,898.67,15.0,1527.74
636,212,88,3,297.15,20.0,713.16
637,212,77,2,706.9,0.0,1413.8
638,213,56,4,781.77,0.0,3127.08
639,214,121,3,559.39,5.0,1594.26
640,214,125,4,283.43,0.0,1133.72
641,214,122,3,594.57,20.0,1426.97
642,215,14,2,1155.51,10.0,2079.92
643,215,29,2,258.16,0.0,516.32
644,215,60,2,904.17,0.0,1808.34
645,216,65,3,935.87,5.0,2667.23
646,216,96,4,1064.27,5.0,4044.23
647,216,73,3,1121.04,0.0,3363.12
648,216,11,2,354.7,0.0,709.4
649,216,80,4,756.14,15.0,2570.88
650,217,100,3,435.35,0.0,1306.05
651,218,52,4,379.46,0.0,1517.84
652,218,54,4,1191.56,0.0,4766.24
653,218,43,3,840.83,0.0,2522.49
654,218,40,2,787.23,5.0,1495.74
655,219,119,4,244.8,10.0,881.28
656,219,28,4,265.31,5.0,1008.18
657,219,109,2,964.72,0.0,1929.44
658,219,32,2,584.98,0.0,1169.96
659,220,77,3,706.9,10.0,1908.63
660,220,49,1,509.67,0.0,509.67
661,221,11,1,354.7,0.0,354.7
662,222,55,4,638.96,0.0,2555.84
663,222,120,2,368.17,0.0,736.34
664,222,1,4,360.76,0.0,1443.04
665,222,5,2,886.45,0.0,1772.9
666,222,108,3,1152.61,15.0,2939.16
667,223,86,1,471.92,0.0,471.92
668,223,22,3,621.16,0.0,1863.48
669,223,13,1,816.76,10.0,735.08
670,224,6,1,854.35,20.0,683.48
671,225,102,2,309.86,5.0,588.73
672,225,106,4,59.95,0.0,239.8
673,226,76,3,567.86,10.0,1533.22
